Question,Answer,Score
??? ????????? ?????? ????,??? ??????,0.730304956
??? ????????? ?????? ????,?? ?????? ????? ?? ????? ?????? ?????? ??? ??????,0.729090273
??? ????????? ?????? ????,????? ??? ???? ?? ??? ??? ??????,0.7284953
??? ????????? ?????? ????,??? ??? ??? ?????? ???? ?????? ?? ????? ???? ???? ?????? ????????,0.728052974
??? ????????? ?????? ????,????? ????? ????? ????????? ??? ??? ???? ????? ??????? ?? ??????,0.727007806
??? ????????? ?????? ????,?? ??????,0.726858377
??? ????????? ?????? ????,??????,0.726718843
??? ????????? ?????? ????,??? ?????? ?????? ?????? ?? ????????? ???????,0.72645545
??? ????????? ?????? ????,??? ????? ???????? ???? ??????? ??????,0.724935055
??? ????????? ?????? ????,?????? ????? ???? ???? ?? ??? ?????,0.724386811
??? ????????? ?????? ????,??? ???? ?? ???????,0.724192858
??? ????????? ?????? ????,????? ?????? ????? ??? ??? ???? ?? ??? ??????,0.72414577
??? ????????? ?????? ????,??????? ???????? ??????? ???? ?? ??????? ???????? ??????? ?????? ?????? ?? ??????,0.724145174
??? ????????? ?????? ????,?????? ????? ???? ??? ?? ?????? ??? ??? ?????,0.72288239
??? ????????? ?????? ????,??? ????? ??? ????? ???? ????,0.722660899
??? ????????? ?????? ????,??????,0.721428871
??? ????????? ?????? ????,?????? ?? ????? ?????? ?? ????? ???? ?? ?????? ????????,0.720606446
??? ????????? ?????? ????,??? ??? ????? ?????? ????? ??? ????? ??????? ?????? ????? ?????? ?? ??????,0.71883446
??? ????????? ?????? ????,?????? ????? ???? ???? ?? ??? ?????,0.718179226
??? ????????? ?????? ????,???????? ?????? ????? ?????? ?????? ????? ???????? ?? ???????,0.71629715
??? ????????? ?????? ????,??????,0.715557575
??? ????????? ?????? ????,????? ??? ???? ?? ??? ??? ??????,0.71528244
??? ????????? ?????? ????,?????? ????? ???? ??????????? ???????? ???????? ???? ?????? ????? ???? ??? ????,0.71419692
??? ????????? ?????? ????,?????? ????? ??? ?? ??????? ???????? ????????,0.714160264
??? ????????? ?????? ????,??? ??????,0.712666154
??? ????????? ?????? ????,??? ??????,0.712666154
??? ????????? ?????? ????,??? ??????,0.712666154
??? ????????? ?????? ????,??? ????? ????? ?????? ?? ????? ????? ???????? ???? ???? ??????,0.712638736
??? ????????? ?????? ????,??? ??? ??? ?????? ???? ?????? ?? ????? ???? ???? ?????? ????????,0.710938334
??? ????????? ?????? ????,????? ????? ????? ????? ???? ???? ??????? ??????,0.710600913
??? ????????? ?????? ????,????? ????? ????? ????????? ??? ??? ???? ????? ??????? ?? ??????,0.710250378
??? ????????? ?????? ????,??? ??? ??? ?????? ???? ?????? ?? ????? ???? ???? ?????? ????????,0.709986448
??? ????????? ?????? ????,??? ???? ?? ???????,0.709932327
??? ????????? ?????? ????,?? ??????,0.709614635
??? ????????? ?????? ????,??????? ?????? ?????? ?????? ?? ?????? ???????,0.708432198
??? ????????? ?????? ????,?? ??????? ?? ????? ??????,0.707568407
??? ????????? ?????? ????,????? ????? ????? ????? ???? ???? ??????? ??????,0.705583215
??? ????????? ?????? ????,?????? ????? ???? ???? ?? ??? ?????,0.705338597
??? ????????? ?????? ????,?? ??? ?????? ????? ?????? ?????,0.703954399
??? ????????? ?????? ????,????? ??? ?????? ?????? ??????,0.703281283
??? ????????? ?????? ????,????? ??? ???? ?? ??? ??? ??????,0.701985598
??? ????????? ?????? ????,?????? ????? ???? ???? ????? ?? ??????? ????????,0.700143099
??? ????????? ?????? ????,??? ???? ?? ???????,0.699604452
??? ????????? ?????? ????,?????? ?? ????? ?????? ?? ????? ???? ?? ?????? ????????,0.698891699
??? ????????? ?????? ????,????? ????? ????? ????? ???? ???? ??????? ??????,0.697806239
??? ????????? ?????? ????,?? ??? ????? ????? ?????? ?? ?? ?????? ????????? ??? ?????? ???? ????,0.697184741
??? ????????? ?????? ????,??????,0.6969558
??? ????????? ?????? ????,?? ??????,0.692483664
??? ????????? ?????? ????,?????? ????? ???? ???? ????? ?? ??????? ????????,0.690993369
??? ????????? ?????? ????,??????,0.689960003
??? ????????? ?????? ????,?? ??? ????? ????? ?????? ?? ?? ?????? ????????? ??? ?????? ???? ????,0.688398361
??? ????????? ?????? ????,??? ??????,0.687708616
??? ????????? ?????? ????,??? ??????,0.687708616
??? ????????? ?????? ????,??? ??????,0.687708616
??? ????????? ?????? ????,?? ??????? ??????? ??????? ????????,0.687275767
??? ????????? ?????? ????,??? ???? ?? ???????,0.686120749
??? ????????? ?????? ????,??????? ???????? ??????? ???? ?? ??????? ???????? ??????? ?????? ?????? ?? ??????,0.685221434
??? ????????? ?????? ????,?? ????? ??????? ???? ????? ??????? ??????? ?? ????? ?????? ????? ????? ??????,0.68509239
??? ????????? ?????? ????,?? ???? ?????? ?? ????? ?????? ????? ??????,0.683728814
??? ????????? ?????? ????,?????? ????? ???? ??????????? ???????? ???????? ???? ?????? ????? ???? ??? ????,0.679975808
??? ????????? ?????? ????,????? ?????? ????? ??? ??? ???? ?? ??? ??????,0.679751813
??? ????????? ?????? ????,????? ?????? ??? ???????? ?????? ????? ???? ??????? ???? ?????? ??? ???? ???? ?????,0.679352522
??? ????????? ?????? ????,?????? ????? ???? ???? ????? ?? ??????? ????????,0.678615868
??? ????????? ?????? ????,?????? ?? ??????? ?? ????? ?? ????? ???? ???? ?????? ?????? ??? ?????? ??????,0.67816627
??? ????????? ?????? ????,??? ????? ??? ????? ???? ????,0.676996052
??? ????????? ?????? ????,??????,0.675942898
??? ????????? ?????? ????,??? ????? ??? ????? ???? ????,0.675538778
??? ????????? ?????? ????,????? ????? ??? ????? ?????? ???????? ?? ?????? ??????? ???? ??????? ??? ?????,0.675244093
??? ????????? ?????? ????,??????,0.675008416
??? ????????? ?????? ????,?????? ?? ??????? ?? ????? ?? ????? ???? ???? ?????? ?????? ??? ?????? ??????,0.674586713
??? ????????? ?????? ????,?????? ?? ????? ?????? ?? ????? ???? ?? ?????? ????????,0.67243731
??? ????????? ?????? ????,??? ????? ??? ????? ???? ????,0.672076344
??? ????????? ?????? ????,???????,0.670453668
??? ????????? ?????? ????,???????? ?????? ????? ?????? ?????? ????? ???????? ?? ???????,0.66863656
??? ????????? ?????? ????,????? ????? ??? ????? ?????? ???????? ?? ?????? ??????? ???? ??????? ??? ?????,0.668123662
??? ????????? ?????? ????,?????? ????? ???? ??? ???? ?? ???????? ????????,0.666577578
??? ????????? ?????? ????,??? ??????,0.664391756
??? ????????? ?????? ????,??? ??????,0.664391756
??? ????????? ?????? ????,??? ??????,0.664391756
??? ????????? ?????? ????,?????? ????? ???? ???? ????? ?? ??????? ????????,0.663710237
??? ????????? ?????? ????,??? ????? ??? ?????? ??????? ?? ?????? ???????,0.663498878
??? ????????? ?????? ????,????? ????? ??? ????? ?????? ???????? ?? ?????? ??????? ???? ??????? ??? ?????,0.663369954
??? ????????? ?????? ????,?????? ?? ????? ?????? ?? ????? ???? ?? ?????? ????????,0.66269362
??? ????????? ?????? ????,????? ????? ??? ????? ?????? ???????? ?? ?????? ??????? ???? ??????? ??? ?????,0.662151337
??? ????????? ?????? ????,???????? ??????? ???? ??????? ?????? ????????? ??????? ????? ????? ????,0.661578476
??? ????????? ?????? ????,??? ????,0.660092413
??? ????????? ?????? ????,?????? ????? ???? ??????????? ???????? ???????? ???? ?????? ????? ???? ??? ????,0.658463061
??? ????????? ?????? ????,??????? ???????? ??????? ???? ?? ??????? ???????? ??????? ?????? ?????? ?? ??????,0.658447981
??? ????????? ?????? ????,???????? ?????? ???? ???? ?????? ?? ????????,0.655796587
??? ????????? ?????? ????,?? ????? ??? ????,0.65395838
??? ????????? ?????? ????,?????? ????? ???? ???? ????? ?? ??????? ????????,0.652986169
??? ????????? ?????? ????,?????? ?? ??????? ?? ????? ?? ????? ???? ???? ?????? ?????? ??? ?????? ??????,0.650526047
??? ????????? ?????? ????,????? ?????? ??? ???????? ?????? ????? ???? ??????? ???? ?????? ??? ???? ???? ?????,0.650445342
??? ????????? ?????? ????,??????,0.650140226
??? ????????? ?????? ????,???????? ?????? ???? ???? ?????? ?? ????????,0.648651779
??? ????????? ?????? ????,?????? ?? ??????? ?? ????? ?? ????? ???? ???? ?????? ?????? ??? ?????? ??????,0.648545623
??? ????????? ?????? ????,???????? ?????? ???? ???? ?????? ?? ????????,0.648440897
??? ????????? ?????? ????,?????? ????? ???? ??????????? ???????? ???????? ???? ?????? ????? ???? ??? ????,0.648385167
??? ????????? ?????? ????,????? ?????? ??? ???????? ?????? ????? ???? ??????? ???? ?????? ??? ???? ???? ?????,0.646581411
??? ????????? ?????? ????,???????? ??????? ???? ??????? ?????? ????????? ??????? ????? ????? ????,0.646157265
??? ????????? ?????? ????,???????? ?????? ???? ???? ?????? ?? ????????,0.644722462
??? ????????? ?????? ????,????? ????? ??? ????? ?????? ???????? ?? ?????? ??????? ???? ??????? ??? ?????,0.644518495
??? ????????? ?????? ????,????? ?????? ??? ???????? ?????? ????? ???? ??????? ???? ?????? ??? ???? ???? ?????,0.64309454
??? ????????? ?????? ????,??? ???? ?? ???????,0.640440047
??? ????????? ?????? ????,??? ????,0.640035689
??? ????????? ?????? ????,??? ????? ???????? ???? ??????? ??????,0.639268994
??? ????????? ?????? ????,???????,0.635177076
??? ????????? ?????? ????,????? ???? ?? ???????,0.635009885
??? ????????? ?????? ????,???????? ??????? ???? ??????? ?????? ????????? ??????? ????? ????? ????,0.631712914
??? ????????? ?????? ????,???????? ??????? ???? ??????? ?????? ????????? ??????? ????? ????? ????,0.631315351
??? ????????? ?????? ????,?? ??????? ?? ????? ??????,0.631116271
??? ????????? ?????? ????,????? ?????? ??? ???????? ?????? ????? ???? ??????? ???? ?????? ??? ???? ???? ?????,0.628008783
??? ????????? ?????? ????,???????,0.627388477
??? ????????? ?????? ????,?? ????? ??? ????,0.626576424
??? ????????? ?????? ????,??????,0.626075864
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,????,0.624971032
??? ????????? ?????? ????,???????? ??????? ???? ??????? ?????? ????????? ??????? ????? ????? ????,0.622954249
??? ????????? ?????? ????,??? ??????,0.622600138
??? ????????? ?????? ????,??? ??????,0.622600138
??? ????????? ?????? ????,??? ??????,0.622600138
??? ????????? ?????? ????,??????,0.621364117
??? ????????? ?????? ????,???????,0.619951844
??? ????????? ?????? ????,?????? ????? ???? ??????????? ???????? ???????? ???? ?????? ????? ???? ??? ????,0.618328691
??? ????????? ?????? ????,??? ???,0.61565733
??? ????????? ?????? ????,??? ???,0.61565733
??? ????????? ?????? ????,??? ???,0.61565733
??? ????????? ?????? ????,??? ???,0.61565733
??? ????????? ?????? ????,??? ???,0.61565733
??? ????????? ?????? ????,??? ???,0.61565733
??? ????????? ?????? ????,?? ??????,0.613201022
??? ????????? ?????? ????,????? ???? ?? ???????,0.612938523
??? ????????? ?????? ????,??? ????,0.608112216
??? ????????? ?????? ????,?? ???,0.606894612
??? ????????? ?????? ????,?? ???,0.606894612
??? ????????? ?????? ????,?? ???,0.606894612
??? ????????? ?????? ????,???????? ?????? ???? ???? ?????? ?? ????????,0.606769383
??? ????????? ?????? ????,??? ????,0.604495645
??? ????????? ?????? ????,??? ????,0.6022259
??? ????????? ?????? ????,?? ????? ??? ????,0.601981342
??? ????????? ?????? ????,?? ??????? ?? ????? ??????,0.601621807
??? ????????? ?????? ????,????? ???? ?? ???????,0.597061932
??? ????????? ?????? ????,??????,0.596880078
??? ????????? ?????? ????,?? ????? ??? ????,0.595393538
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,????,0.591645479
??? ????????? ?????? ????,?? ??????? ?? ????? ??????,0.591377616
??? ????????? ?????? ????,????? ???? ?? ???????,0.591315866
??? ????????? ?????? ????,?? ????? ??? ????,0.591309905
??? ????????? ?????? ????,??? ????? ??? ????? ???? ????,0.587973237
??? ????????? ?????? ????,???? ?? ????? ????????? ???? ?? ?????? ?????? ?????? ????? ????? ??? ???????,0.586519241
??? ????????? ?????? ????,???? ?? ????? ????????? ???? ?? ?????? ?????? ?????? ????? ????? ??? ???????,0.583916008
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????,0.582094133
??? ????????? ?????? ????,?????? ????,0.581078649
??? ????????? ?????? ????,?? ???,0.580341399
??? ????????? ?????? ????,?? ???,0.580341399
??? ????????? ?????? ????,?? ???,0.580341399
??? ????????? ?????? ????,???????,0.579920053
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????,0.56663537
??? ????????? ?????? ????,????? ?? ??????? ????????? ????? ???? ????? ????? ??????? ??? ?? ?????? ???????,0.564105034
??? ????????? ?????? ????,???? ?? ????? ????????? ???? ?? ?????? ?????? ?????? ????? ????? ??? ???????,0.563469172
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.56117475
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,?????,0.557349801
??? ????????? ?????? ????,??? ???,0.554998159
??? ????????? ?????? ????,??? ???,0.554998159
??? ????????? ?????? ????,??? ???,0.554998159
??? ????????? ?????? ????,??? ???,0.554998159
??? ????????? ?????? ????,??? ???,0.554998159
??? ????????? ?????? ????,??? ???,0.554998159
??? ????????? ?????? ????,????? ?? ??????? ????????? ????? ???? ????? ????? ??????? ??? ?? ?????? ???????,0.547180533
??? ????????? ?????? ????,?????? ????,0.546520948
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,????,0.543335557
??? ????????? ?????? ????,???? ?? ????? ????????? ???? ?? ?????? ?????? ?????? ????? ????? ??? ???????,0.542254448
??? ????????? ?????? ????,????? ?? ??????? ????????? ????? ???? ????? ????? ??????? ??? ?? ?????? ???????,0.541502714
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,????,0.535735607
??? ????????? ?????? ????,??? ???,0.525945187
??? ????????? ?????? ????,??? ???,0.525945187
??? ????????? ?????? ????,??? ???,0.525945187
??? ????????? ?????? ????,??? ???,0.525945187
??? ????????? ?????? ????,??? ???,0.525945187
??? ????????? ?????? ????,??? ???,0.525945187
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,?????,0.518482447
??? ????????? ?????? ????,????? ?? ??????? ????????? ????? ???? ????? ????? ??????? ??? ?? ?????? ???????,0.515734851
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????,0.512867451
??? ????????? ?????? ????,?????? ????,0.497539818
??? ????????? ?????? ????,?????? ????,0.497436792
??? ????????? ?????? ????,?????? ????,0.490876317
??? ????????? ?????? ????,?? ???,0.484732419
??? ????????? ?????? ????,?? ???,0.484732419
??? ????????? ?????? ????,?? ???,0.484732419
??? ????????? ?????? ????,??? ???,0.483688474
??? ????????? ?????? ????,??? ???,0.483688474
??? ????????? ?????? ????,??? ???,0.483688474
??? ????????? ?????? ????,??? ???,0.483688474
??? ????????? ?????? ????,??? ???,0.483688474
??? ????????? ?????? ????,??? ???,0.483688474
??? ????????? ?????? ????,??? ???,0.474005818
??? ????????? ?????? ????,??? ???,0.474005818
??? ????????? ?????? ????,??? ???,0.474005818
??? ????????? ?????? ????,??? ???,0.474005818
??? ????????? ?????? ????,??? ???,0.474005818
??? ????????? ?????? ????,??? ???,0.474005818
??? ????????? ?????? ????,?? ???,0.46290791
??? ????????? ?????? ????,?? ???,0.46290791
??? ????????? ?????? ????,?? ???,0.46290791
??? ????????? ?????? ????,?? ???,0.43808496
??? ????????? ?????? ????,?? ???,0.43808496
??? ????????? ?????? ????,?? ???,0.43808496
??? ????????? ?????? ????,,0.17146571
??? ????????? ?????? ????,,0.170264393
??? ????????? ?????? ????,,0.166996062
??? ????????? ?????? ????,,0.162188858
??? ????????? ?????? ????,,0.157297373
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??????? ???????? ?? ??????? ?????? ????? ??? ????? ?? ???,0.938818514
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ???? ????? ????? ????? ?? ?????????? ????????,0.925565243
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????????? ????? ??? ?? ??????? ??????,0.919803977
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????????? ???????? ?? ???????? ??????? ????????? ?????????,0.915459692
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ????? ??? ?????? ???????,0.909192681
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ???????? ?? ???? ??????? ???????? ???????,0.904545307
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ?? ???????? ??? ????? ????? ????? ??????? ?? ?????,0.904028773
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?? ????? ?????? ??????? ??? ?????,0.897439957
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ??????? ?? ?????? ???????,0.880126476
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??? ??? ??????? ?????? ???????????? ???????? ???? ?????? ??? ?????,0.877389193
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??????? ???????? ??????? ?????? ???? ????? ?????,0.876736879
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ???????,0.875146866
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ???? ?????? ??????? ????,0.870722532
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ??? ?????,0.865474224
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ??????? ?? ?????? ???????,0.85710597
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ?????? ????? ?????,0.849342108
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ???? ??? ??? ????? ?????,
"?????""",0.8468466997146606,
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ???????? ?? ???? ??????? ???????? ???????,0.846081436
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?????? ????? ?????? ????? ???? ???? ?????? ??????? ??????,0.845820725
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????????? ????? ??? ?? ??????? ??????,0.845522821
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ???????,0.842195868
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ????? ??? ?????? ???????,0.834517717
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ?????? ????????? ???????? ?????,0.832688689
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??? ??????? ?????? ??????? ?????? ??? ??????? ???????? ????????,0.832169056
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ??? ?????,0.831114709
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ?????? ????????? ???????? ?????,0.825243831
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????????? ????? ??? ?? ??????? ??????,0.821233869
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?? ????? ?????? ??????? ??? ?????,0.820673943
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????????? ???????? ?? ???????? ??????? ????????? ?????????,0.818554997
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ??? ?? ???? ??????,0.815496564
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ?? ????? ????? ??? ???? ??? ?????? ????? ??? ???? ????,0.814816177
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ?????? ????????? ???????? ?????,0.813774705
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ?? ???????? ??? ????? ????? ????? ??????? ?? ?????,0.813654244
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????????? ???????? ?? ???????? ??????? ????????? ?????????,0.81269592
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??? ??? ??????? ?????? ???????????? ???????? ???? ?????? ??? ?????,0.810494184
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??????? ???????? ?? ??????? ?????? ????? ??? ????? ?? ???,0.806683123
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ?? ???????? ??? ????? ????? ????? ??????? ?? ?????,0.805854082
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ??? ?????? ??????? ?????? ?????,0.805741072
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??????? ?????? ??? ?????? ??????? ??????,0.803506374
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ???? ????? ????? ????? ?? ?????????? ????????,0.800884366
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ?????? ????? ?????,0.80010128
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??? ??????? ?????? ??????? ?????? ??? ??????? ???????? ????????,0.799494326
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??????? ???????? ?? ??????? ?????? ????? ??? ????? ?? ???,0.798604846
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ??? ?????? ??????? ?????? ?????,0.798449397
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??? ??????? ?????? ??????? ?????? ??? ??????? ???????? ????????,0.79844749
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???? ????? ????? ??????,0.797335267
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ??????? ?? ?????? ???????,0.796556711
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?????? ????? ?????? ????? ???? ???? ?????? ??????? ??????,0.796196103
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??? ????? ????? ??????? ??????? ?????? ??? ?????,0.795588255
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ??????? ?? ?????? ???????,0.792779326
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?????? ?????? ????? ????? ????? ?????,0.792700052
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ??? ?????,0.791143775
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??? ??????? ?????? ??????? ?????? ??? ??????? ???????? ????????,0.79061389
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??? ????? ????? ??????? ??????? ?????? ??? ?????,0.789091587
